"","cik","Score","year","distance","cik_str","sic","Revenue","Total.Assets","MV","TobinsQ_1","TobinsQ_2","TobinsQ.before","RevenueGrowth","RevenueGrowthAbs","TobinsQGrowth","AssetGrowth","MVGrowth","FirmSize","NormalizedDistance","Industry"
"6177",707388,0.865198314189911,2020,0.134801685810089,707388,"3845",78163,88293,12.36,1.278,1.324,1.207,-31.55,-36022,11.71,-2.5,31.21,"Micro_Nano_Cap",29.8193152574721,285
"6178",708818,0.878447353839874,2020,0.121552646160126,708818,"",540239,709496,807.37,1.217,1.509,1.721,2.09,11066,-58.28,34.71,-24.1,"Micro_Nano_Cap",17.0599699656003,15
"6179",708821,0.905796110630035,2020,0.0942038893699646,708821,"3578",213786,343749,754.49,3.56,2.716,2.633,14.18,26554,70.06,81.29,95.78,"Micro_Nano_Cap",-9.27795643573354,128
"6180",709005,0.857053577899933,2020,0.142946422100067,709005,"5812",11536,15312,8.89,0.819,1.222,0.996,-1.44,-169,-35.36,0.7,-20.48,"Micro_Nano_Cap",37.6630160373514,198
"6181",712034,0.876489579677582,2020,0.123510420322418,712034,"2780",1655200,2912200,582.83,0.532,0.605,0.702,-15.37,-300500,-48.19,9.09,-40.59,"Micro_Nano_Cap",18.9453833389586,137
"6182",712515,0.880910754203796,2020,0.119089245796204,712515,"7372",5466000,9209000,36394.17,3.439,4.271,2.823,10.42,516000,43.42,3.22,24.6,"Micro_Nano_Cap",14.6876187110329,76
"6183",715446,0.865077197551727,2020,0.134922802448273,715446,"2834",0,9453,49.48,2.905,7.072,3.974,-100,-250,-53.53,50.19,-39.39,"Micro_Nano_Cap",29.9359553346403,327
"6184",715787,0.868740737438202,2020,0.131259262561798,715787,"2273",1103262,1287836,398.71,0.677,0.763,0.991,-17.85,-239767,-63.05,-8.23,-48.62,"Micro_Nano_Cap",26.4078226067558,135
"6185",715957,0.881763160228729,2020,0.118236839771271,715957,"4911",14172000,95905000,66760,1.019,1.119,1.068,-14.25,-2355000,-9.13,-7.63,6.09,"Micro_Nano_Cap",13.866718246672,37
"6186",716006,0.877577483654022,2020,0.122422516345978,716006,"4213",4513700,2184900,220.06,0.416,0.68,0.447,-7.34,-357500,-13.8,19.33,37.87,"Micro_Nano_Cap",17.8976891025056,220
"6187",716314,0.926663130521774,2020,0.0733368694782257,716314,"3560",90604,148120,135.79,0.412,0.949,0.837,-1.34,-1227,-101.05,-5.22,-27.13,"Micro_Nano_Cap",-29.373715754545,117
"6188",716634,0.903333306312561,2020,0.096666693687439,716634,"7830",77862,686807,76.66,0.476,0.542,0.716,-71.87,-198906,-66.7,2.27,-72.83,"Micro_Nano_Cap",-6.90617919729385,0
"6189",716643,0.907029211521149,2020,0.0929707884788513,716643,"7200",669729,1342794,215.78,0.265,0.342,0.487,-37.35,-399310,-90.71,96.65,-67.93,"Micro_Nano_Cap",-10.4654810009176,157
"6190",717423,0.890122294425964,2020,0.109877705574036,717423,"1311",1751709,10225599,1540.59,0.426,0.42,0.528,-37.82,-1065402,-38.44,-11.77,-55.53,"Micro_Nano_Cap",5.8165438656246,111
"6191",717605,0.868290662765503,2020,0.131709337234497,717605,"2821",1502400,2917800,3226.66,1.256,1.339,2.544,-36.22,-853300,-100.75,-6.74,-53.46,"Micro_Nano_Cap",26.8412621848545,22
"6192",717954,0.903150081634521,2020,0.0968499183654785,717954,"7200",1804159,2198505,2883.03,1.477,1.669,1.747,6.35,107670,-30.76,19.29,2.71,"Micro_Nano_Cap",-6.7297266396094,135
"6193",718332,0.883437484502792,2020,0.116562515497208,718332,"5140",10028,9705,6.83,0.576,1.439,4.323,-18.6,-2291,-172.49,52.45,-82.5,"Micro_Nano_Cap",12.2542782428871,174
"6194",718877,0.914867162704468,2020,0.0851328372955322,718877,"",8086000,21791000,61850.09,2.886,3.066,2.191,24.61,1597000,63.12,17.46,48.83,"Micro_Nano_Cap",-18.0137356798203,13
"6195",719135,0.898728549480438,2020,0.101271450519562,719135,"3841",27711,74111,163.9,1.572,2.559,1.938,-1.86,-524,-37.58,-12.55,-35.49,"Micro_Nano_Cap",-2.47161760200697,48
"6196",719274,0.88695764541626,2020,0.11304235458374,719274,"3825",11768,8926,10.87,1.841,1.888,1.603,5.56,620,29.55,42.16,182.34,"Micro_Nano_Cap",8.8642250945439,213
"6197",719413,0.890518367290497,2020,0.109481632709503,719413,"1400",691873,2664812,2881.83,1.193,1.283,0.556,2.76,18607,227.99,1.18,196.34,"Micro_Nano_Cap",5.43511014870426,168
"6198",719494,0.907417714595795,2020,0.0925822854042053,719494,"3679",9008,7028,11.75,1.547,1.837,3.44,-9.99,-1000,-109.51,-1.5,-36.18,"Micro_Nano_Cap",-10.8396247130149,22
"6199",719733,0.897441476583481,2020,0.102558523416519,719733,"3672",449480,294683,83.82,0.581,0.57,0.404,-3.14,-14564,87.19,27.86,35.24,"Micro_Nano_Cap",-1.23211587645099,117
"6200",719955,0.915165543556213,2020,0.0848344564437866,719955,"5700",6783189,4599570,7112.46,1.487,1.83,1.37,15.01,885181,16.99,14.82,33.12,"Micro_Nano_Cap",-18.3010881533949,157
"6201",720500,0.908298462629318,2020,0.0917015373706818,720500,"3559",65463,101532,74.6,0.285,0.91,0.146,-62.89,-110963,189.46,-32.04,-1.24,"Micro_Nano_Cap",-11.6878196442525,117
"6202",720875,0.903370916843414,2020,0.0966290831565857,720875,"3841",53409,37596,9.64,0.62,0.715,0.669,-14.63,-9156,-14.58,-5.14,-9.82,"Micro_Nano_Cap",-6.94239961495776,82
"6203",721693,0.923664629459381,2020,0.0763353705406189,721693,"7389",0,137138,6.1,-0.333,0.256,0.025,-100,-697,-2849.68,10.73,-7.85,"Micro_Nano_Cap",-26.4860415212488,246
"6204",722313,0.951371014118195,2020,0.0486289858818054,722313,"3679",104106,57634,12.36,0.379,0.433,0.363,-10.51,-12227,8.77,-6.15,56.06,"Micro_Nano_Cap",-53.1683775992602,117
"6205",722572,0.888743907213211,2020,0.111256092786789,722572,"3661",75072,64453,140.16,0.313,2.801,0.501,105.85,38603,-74.67,240.8,413.97,"Micro_Nano_Cap",7.14398486195891,326
"6206",722723,0.918988525867462,2020,0.0810114741325378,722723,"",1001150,895874,631.33,1.108,1.279,1.649,-8.82,-96896,-65.29,16.08,-20.24,"Micro_Nano_Cap",-21.9827701954648,313
"6207",723612,0.910204589366913,2020,0.0897954106330872,723612,"7510",5402000,16340000,2323.44,0.704,0.805,0.761,-41.1,-3770000,-14.91,-23.87,4.97,"Micro_Nano_Cap",-13.5234945201372,0
"6208",725363,0.90181028842926,2020,0.0981897115707397,725363,"2836",559,40536,511.77,12.111,15.09,3.941,17.19,82,412.54,37.01,463.19,"Micro_Nano_Cap",-5.43945318754988,51
"6209",725394,0.860753566026688,2020,0.139246433973312,725394,"7363",1178,2784,5.12,4.007,4.103,75.397,1536.11,1106,-188.42,5152.83,306.35,"Micro_Nano_Cap",34.0997822232522,145
"6210",726958,0.908232539892197,2020,0.0917674601078033,726958,"5500",8112296,3943892,6608.82,1.686,2.067,1.885,-3.02,-252614,-21.01,5.7,7.86,"Micro_Nano_Cap",-11.6243334605183,83
"6211",727207,0.929366946220398,2020,0.0706330537796021,727207,"3826",11165,93425,588.35,6.47,8.462,6.927,20.09,1868,-13.13,-30.5,-48.16,"Micro_Nano_Cap",-31.9775964142589,153
"6212",727273,0.902023196220398,2020,0.0979768037796021,727273,"4941",541,74363,348.86,5.715,5.672,6.303,22.68,100,-18.56,-3.08,9.91,"Micro_Nano_Cap",-5.64449174839856,286
"6213",727510,0.858220875263214,2020,0.141779124736786,727510,"2836",52,48232,8.17,0.629,0.986,0.915,-74.88,-155,-62.2,644.55,-27.51,"Micro_Nano_Cap",36.538862852676,24
"6214",727634,0.911523997783661,2020,0.0884760022163391,727634,"7372",966,146,2.3,41.496,37.706,32.392,14.45,122,55.93,20.66,-6.12,"Micro_Nano_Cap",-14.7941366206261,236
"6215",728385,0.877905309200287,2020,0.122094690799713,728385,"3829",8158,7376,23.32,5.371,5.508,4.492,-28.55,-3259,38.94,-20.46,-20,"Micro_Nano_Cap",17.5819802322179,117
"6216",728387,0.90612918138504,2020,0.0938708186149597,728387,"3841",9680,8699,43.41,4.763,4.584,1.683,32.35,2366,364.18,-7.67,97.59,"Micro_Nano_Cap",-9.59871664794586,145
"6217",728447,0.899745106697083,2020,0.100254893302917,728447,"",229275,142323,129.01,1.761,1.799,0.693,27.98,50129,306.68,27.37,1050.85,"Micro_Nano_Cap",-3.4506021079628,246
"6218",728535,0.888652682304382,2020,0.111347317695618,728535,"4213",9636573,5928348,14256.14,2.481,2.716,2.416,5.14,471315,5.35,8.36,15.36,"Micro_Nano_Cap",7.23183803031806,220
"6219",729580,0.925905108451843,2020,0.0740948915481567,729580,"3677",465771,448161,23.38,0.389,0.556,0.538,-5.41,-26641,-55.11,-3.66,-16.35,"Micro_Nano_Cap",-28.6437107440206,126
"6220",730263,0.883916705846786,2020,0.116083294153214,730263,"3716",8167933,5692722,5098.15,1.315,1.217,0.857,3.85,303175,106.35,1.89,81.22,"Micro_Nano_Cap",11.7927692761392,101
"6221",730272,0.90944230556488,2020,0.0905576944351196,730272,"2836",366260,1900406,7595.02,5.053,4.82,2.691,35.53,96015,174.67,36.02,84.51,"Micro_Nano_Cap",-12.7893852942991,232
"6222",730349,0.899852633476257,2020,0.100147366523743,730349,"2024",13815,6000,9.43,1.508,1.58,1.899,5.22,685,-40.97,24.77,-2.18,"Micro_Nano_Cap",-3.55415461741717,83
"6223",730464,0.890515834093094,2020,0.109484165906906,730464,"8200",1052001,2206410,1506.49,0.432,0.767,0.934,-15.14,-187686,-106.96,-0.81,-32.39,"Micro_Nano_Cap",5.43754971724737,54
"6224",732026,0.942162781953812,2020,0.0578372180461884,732026,"3559",34465,35413,12.71,0.144,0.514,0.247,-12.07,-4733,-82.98,-2,5.83,"Micro_Nano_Cap",-44.3004885433612,113
"6225",732712,0.90668922662735,2020,0.0933107733726501,732712,"4813",128292000,316481000,247414.1,1.189,1.172,1.252,-2.71,-3576000,-10.01,8.49,-0.51,"Micro_Nano_Cap",-10.1380622016228,4
"6226",732717,0.84245377779007,2020,0.15754622220993,732717,"4813",171760000,525761000,206624.9,0.69,0.672,0.813,-5.21,-9433000,-30.11,-4.7,-27.01,"Micro_Nano_Cap",51.7231966780342,4
"6227",732834,0.893475353717804,2020,0.106524646282196,732834,"",2601128,14633098,4586.02,0.711,0.708,1.099,-43.24,-1981736,-70.26,-6.96,-64.03,"Micro_Nano_Cap",2.58741613870901,111
"6228",733269,0.884222656488419,2020,0.115777343511581,733269,"7374",380572,1301037,3328.13,2.229,2.975,1.971,33.24,94952,26.05,-11.67,8.95,"Micro_Nano_Cap",11.4981267977416,64
"6229",736012,0.873739659786224,2020,0.126260340213776,736012,"3576",6619,19882,196.26,16.624,9.57,8.863,-51.48,-7024,174.26,190.89,236.58,"Micro_Nano_Cap",21.5936641461576,289
"6230",737207,0.89530885219574,2020,0.10469114780426,737207,"2834",0,1,0.52,490.304,26532.824,5.662,-100,-252,17033.51,-99.76,-43.48,"Micro_Nano_Cap",0.821685127996186,245
"6231",738214,0.872646987438202,2020,0.127353012561798,738214,"2860",165557,125139,44.3,2.71,2.748,2.346,-18.04,-36441,30.88,25.27,159.52,"Micro_Nano_Cap",22.6459505116329,41
"6232",742112,0.887727439403534,2020,0.112272560596466,742112,"",850689,943933,244.68,0.51,0.655,0.523,-8.33,-77275,-4.95,10.89,-6.24,"Micro_Nano_Cap",8.12288326549555,245
"6233",742278,0.911413729190826,2020,0.0885862708091736,742278,"1389",598302,790505,643.22,0.527,0.727,1.04,-51.06,-624107,-98.16,-24.94,-49.11,"Micro_Nano_Cap",-14.6879436369839,116
"6234",743238,0.911503791809082,2020,0.088496208190918,743238,"3711",675973,353290,689.61,1.779,2.199,1.178,-10.65,-80569,101.53,-16.88,41.37,"Micro_Nano_Cap",-14.7746774738939,147
"6235",743316,0.923063695430756,2020,0.0769363045692444,743316,"",2191395,3629303,17274.13,4.625,5.649,3.989,-5.31,-122934,31.73,-3.06,9.98,"Micro_Nano_Cap",-25.907318461205,55
"6236",743758,0.891572833061218,2020,0.108427166938782,743758,"5900",9742,648,4.84,4.334,9.545,0.473,5.36,496,1624.4,-76.45,706.67,"Micro_Nano_Cap",4.41961821702059,107
"6237",743988,0.93831080198288,2020,0.0616891980171204,743988,"",3162666,4543919,23769.3,4.212,6.625,4.553,3.39,103626,-14.9,-11.79,-4.03,"Micro_Nano_Cap",-40.5908806166741,44
"6238",744187,0.913977175951004,2020,0.086022824048996,744187,"2860",372846,454955,406.74,0.708,0.989,0.634,-10.81,-45188,23.23,-5.89,-18.14,"Micro_Nano_Cap",-17.1566434986019,88
"6239",744452,0.857635647058487,2020,0.142364352941513,744452,"8734",1931,11341,41.76,2.893,3.757,3.285,-64.17,-3458,-23.75,218.12,218.29,"Micro_Nano_Cap",37.1024605877523,300
"6240",744825,0.902235090732574,2020,0.0977649092674255,744825,"8071",17837,43653,11.04,0.499,0.556,0.64,-13.43,-2768,-43.84,-18.83,-26.35,"Micro_Nano_Cap",-5.84855448182998,114
"6241",745732,0.905196130275726,2020,0.0948038697242737,745732,"5651",12531565,12717867,32118.82,2.756,2.893,3.977,-21.87,-3507508,-61.1,36.04,-18.02,"Micro_Nano_Cap",-8.70015180149423,137
"6242",746210,0.872130453586578,2020,0.127869546413422,746210,"7370",15333,29143,10.61,2.577,2.459,0.763,19.54,2506,473.11,-16.52,153.22,"Micro_Nano_Cap",23.1433928879808,14
"6243",746515,0.956479966640472,2020,0.0435200333595276,746515,"4731",10116481,4927503,15149.68,3.181,3.19,3.122,23.74,1941055,3.76,33.76,16.99,"Micro_Nano_Cap",-58.0884994370496,133
"6244",746598,0.875366628170013,2020,0.124633371829987,746598,"3990",1081299,1133621,2197.04,1.917,1.887,2.184,-6.84,-79346,-24.33,-1.43,-18.6,"Micro_Nano_Cap",20.026829723726,190
"6245",746838,0.883324444293976,2020,0.116675555706024,746838,"7373",2026300,2571700,718.4,0.039,0.531,0.289,-31.28,-922400,-172.15,7.6,35.65,"Micro_Nano_Cap",12.3631404015235,4
"6246",748592,0.903493344783783,2020,0.096506655216217,748592,"2834",5800,3745,4.75,1.35,2.094,0.693,-70.72,-14006,188.66,-73.49,-28.03,"Micro_Nano_Cap",-7.06030252760703,258
"6247",749251,0.958621621131897,2020,0.041378378868103,749251,"8741",4099403,7212408,11300.43,1.841,1.818,2.177,-3.44,-145918,-30.71,1.99,-8.34,"Micro_Nano_Cap",-60.1509967858329,32
"6248",749647,0.900135278701782,2020,0.0998647212982178,749647,"2834",500,35682,26.09,0.353,0.77,0.611,0,0,-84.03,-2.13,-28.66,"Micro_Nano_Cap",-3.82635306521797,327
"6249",749660,0.922222971916199,2020,0.0777770280838013,749660,"3841",29698,55582,211.83,3.921,4.026,3.2,-5.24,-1642,44.84,33.14,62.92,"Micro_Nano_Cap",-25.097668712949,48
"6250",750004,0.88439279794693,2020,0.11560720205307,750004,"7373",2724000,7984000,1796.56,1.442,1.576,1.309,-19.88,-676000,20.22,2.24,-15.33,"Micro_Nano_Cap",11.3342738940623,26
"6251",751365,0.888501584529877,2020,0.111498415470123,751365,"2531",152795,113320,33,0.449,0.398,0.691,-20.03,-38268,-69.69,-11.3,-52.61,"Micro_Nano_Cap",7.37735111871429,101
"6252",751978,0.89386385679245,2020,0.10613614320755,751978,"3679",296576,396013,2563.62,4.761,9.275,6.095,12.78,33599,-43.55,64.65,164.54,"Micro_Nano_Cap",2.21327242661167,126
"6253",752714,0.951943933963776,2020,0.0480560660362244,752714,"7359",572554,1275744,1504.71,1.301,1.401,1.523,0.41,2324,-29.01,-2.61,-7,"Micro_Nano_Cap",-53.7201219012976,70
"6254",753308,0.889567375183105,2020,0.110432624816895,753308,"4911",17645000,127684000,136195.4,1.477,1.531,1.38,-4.32,-797000,13.99,8.49,26.66,"Micro_Nano_Cap",6.35095288060255,37
"6255",755001,0.923571884632111,2020,0.0764281153678894,755001,"4931",418600,1477900,588.79,0.79,0.806,1.084,-4.47,-19600,-53.97,7.81,-35.07,"Micro_Nano_Cap",-26.3967246117638,38
"6256",758743,0.908827245235443,2020,0.0911727547645569,758743,"3670",10597,10519,8.35,1.455,0.818,1.065,-29.46,-4426,72.87,34.74,-5.33,"Micro_Nano_Cap",-12.1970580520266,128
"6257",763532,0.861322164535522,2020,0.138677835464478,763532,"3640",305558,172263,167.21,0.937,1.131,0.774,-7.08,-23294,41.91,-14.34,39.55,"Micro_Nano_Cap",33.5521995381414,190
"6258",763744,0.888987898826599,2020,0.111012101173401,763744,"3714",2796166,2298031,2683.38,1.536,1.602,1.801,17.91,424684,-29.28,23.38,16.09,"Micro_Nano_Cap",6.90901136004567,63
"6259",764065,0.848220646381378,2020,0.151779353618622,764065,"1000",5354000,16234000,2427.12,0.896,0.583,1.175,170.08,3371600,-47.25,433.26,9.21,"Micro_Nano_Cap",46.1694758383837,118
"6260",764180,0.869922816753387,2020,0.130077183246613,764180,"2111",20841000,47414000,81007.44,2.081,2.172,1.942,5.28,1045000,14.24,-3.77,-3.03,"Micro_Nano_Cap",25.2694338221111,12
"6261",764478,0.902658492326736,2020,0.0973415076732635,764478,"5731",47262000,19067000,27723.51,1.24,1.716,1.182,8.3,3624000,9.76,22.37,55.05,"Micro_Nano_Cap",-6.25630683820977,157
"6262",764622,0.929086208343506,2020,0.0709137916564941,764622,"4911",3586982,20020421,7980.29,0.745,0.775,0.898,3.34,115773,-33.91,8.34,-23.71,"Micro_Nano_Cap",-31.7072348180671,52
"6263",766421,0.845686316490173,2020,0.154313683509827,766421,"4512",3566000,14046000,4986.39,0.311,0.588,0.623,-59.39,-5215000,-99.66,8.1,-38.55,"Micro_Nano_Cap",48.6101350121589,120
"6264",766792,0.851558864116669,2020,0.148441135883331,766792,"3559",16920,40936,18,0.565,1.08,0.585,-13.88,-2727,-6.8,-12.39,-23.37,"Micro_Nano_Cap",42.9546411130503,55
"6265",766829,0.929309844970703,2020,0.0706901550292969,766829,"4941",564526,3311465,1703.98,0.989,0.993,1.034,34.26,144044,-8.66,5.71,-10.87,"Micro_Nano_Cap",-31.9226056692161,52
"6266",768411,0.901723921298981,2020,0.0982760787010193,768411,"",70117,75119,214.47,2.784,3.7,1.337,18.31,10854,215.37,11.11,100.95,"Micro_Nano_Cap",-5.35627825063226,200
"6267",768899,0.916674256324768,2020,0.0833257436752319,768899,"7363",1846360,950558,582.75,0.691,0.746,0.834,-22.05,-522419,-34.12,-16.1,-31.66,"Micro_Nano_Cap",-19.7540377760718,19
"6268",769397,0.899295002222061,2020,0.100704997777939,769397,"7372",3790400,6516700,49881.58,9.123,8.552,7.28,15.76,516100,50.38,6.43,46.87,"Micro_Nano_Cap",-3.01713382905776,243
"6269",769520,0.890552043914795,2020,0.109447956085205,769520,"3580",2513257,5126422,5289.24,1.33,1.47,1.715,-15.08,-446189,-44.67,3.25,-21.49,"Micro_Nano_Cap",5.40267823748379,299
"6270",771266,0.907804608345032,2020,0.0921953916549683,771266,"3674",40128,47549,107.9,0.312,2.555,1.457,35.94,10609,-156.39,10.46,54.61,"Micro_Nano_Cap",-11.2122185815672,190
"6271",771497,0.92087459564209,2020,0.0791254043579102,771497,"7340",5987600,3776900,2410.07,0.796,0.833,0.811,-7.06,-454600,-3.68,4.12,7.83,"Micro_Nano_Cap",-23.7991294286492,70
"6272",771856,0.885959625244141,2020,0.114040374755859,771856,"2836",32123,20751,93.17,4.574,5.649,10.427,58.7,11882,-111.7,156.88,1.77,"Micro_Nano_Cap",9.82535769892527,327
"6273",771999,0.847715020179749,2020,0.152284979820251,771999,"2650",17411,91919,28.49,0.755,0.734,0.567,-10.29,-1998,65.98,356.29,133.72,"Micro_Nano_Cap",46.6564137195929,300
"6274",772406,0.876166343688965,2020,0.123833656311035,772406,"3674",1281124,1582625,3390.29,1.991,2.588,1.798,8.06,95600,21.36,17.76,5.37,"Micro_Nano_Cap",19.2566722850623,55
"6275",773141,0.884596526622772,2020,0.115403473377228,773141,"",3901211,3853466,2766.83,1.031,1.183,1.083,18.46,607958,-9.55,16.19,5.5,"Micro_Nano_Cap",11.1380751815816,9
"6276",773318,0.90637943148613,2020,0.0936205685138702,773318,"8741",438,244,1.59,57.338,26.978,30.437,42.67,131,175.88,130.19,0.63,"Micro_Nano_Cap",-9.83971731920096,288
"6277",775158,0.875566184520721,2020,0.124433815479279,775158,"3711",6856800,5737300,5243.5,0.917,1.077,1.044,-11.01,-848700,-24.21,8.57,1.89,"Micro_Nano_Cap",19.8346491241399,101
"6278",778164,0.877762317657471,2020,0.122237682342529,778164,"2860",897023,476818,263.85,1.229,1.517,0.434,-37.05,-527858,364.53,-22.15,562.61,"Micro_Nano_Cap",17.7196867012761,244
"6279",779152,0.864509701728821,2020,0.135490298271179,779152,"7373",1697067,2428474,11939.26,5.229,5.058,5.001,9.3,144376,9.07,11.15,6.92,"Micro_Nano_Cap",30.4824760899147,32
"6280",780571,0.900736808776855,2020,0.0992631912231445,780571,"3825",2173350,2530881,2342.51,1.096,1.473,1.443,-13.15,-329120,-47.85,-4.28,-19.83,"Micro_Nano_Cap",-4.40565014138955,117
"6281",781902,0.915505170822144,2020,0.0844948291778564,781902,"",8986,10385,6.22,0.333,0.659,0.424,-5.68,-541,-42.71,5.22,-29.4,"Micro_Nano_Cap",-18.628162543013,31
"6282",783325,0.902314126491547,2020,0.0976858735084534,783325,"4931",7241700,37028100,30269.1,1.233,1.235,1.233,-3.74,-281400,0,5.94,5.14,"Micro_Nano_Cap",-5.92466902037572,50
"6283",784199,0.86831921339035,2020,0.13168078660965,784199,"3841",253227,787958,623.52,1.219,1.315,2.043,-8.32,-22995,-80.26,31.29,-40.48,"Micro_Nano_Cap",26.813766812333,16
"6284",784539,0.903783082962036,2020,0.0962169170379639,784539,"5065",225245,106453,84.11,0.798,0.946,1.08,1.81,4004,-51.96,14.62,-10.36,"Micro_Nano_Cap",-7.33933176732859,93
"6285",784977,0.893090724945068,2020,0.106909275054932,784977,"4911",2145000,9069000,3047.76,0.687,0.732,0.925,1.13,24000,-51.2,8.04,-38.8,"Micro_Nano_Cap",2.95782874597568,52
"6286",785161,0.898582637310028,2020,0.101417362689972,785161,"8060",4644400,6445900,6356.58,1.505,1.549,1.524,0.86,39400,-2.48,6.06,-1.44,"Micro_Nano_Cap",-2.33109845392254,233
"6287",785557,0.903003692626953,2020,0.0969963073730469,785557,"7363",209185,183525,95.13,0.849,0.985,1.184,57,75949,-56.3,214.23,36.66,"Micro_Nano_Cap",-6.58874827862274,80
"6288",785786,0.912162631750107,2020,0.0878373682498932,785786,"3672",3390394,2268426,2081.41,0.884,1.067,0.912,17.99,516886,-6.11,18.04,6.66,"Micro_Nano_Cap",-15.409166200753,302
"6289",787253,0.906521022319794,2020,0.0934789776802063,787253,"2833",118876,120007,48.74,0.25,0.513,0.248,-14.04,-19414,1.6,28.36,-33.81,"Micro_Nano_Cap",-9.97607485035886,141
"6290",788784,0.924005627632141,2020,0.0759943723678589,788784,"4931",9603000,50050000,26496.53,0.884,0.931,1.004,-4.69,-473000,-23.78,4.86,-15.36,"Micro_Nano_Cap",-26.8144361479608,37
"6291",788920,0.917055279016495,2020,0.0829447209835052,788920,"3841",34834,30867,107.85,3.488,3.592,2.018,28.2,7662,144.96,22.2,79.39,"Micro_Nano_Cap",-20.1209775857653,82
"6292",788965,0.86531800031662,2020,0.13468199968338,788965,"4911",245295,384130,20.98,0.411,0.427,0.521,-23.47,-75218,-42.02,-9.75,-83.17,"Micro_Nano_Cap",29.7040528190107,59
"6293",789460,0.884989559650421,2020,0.115010440349579,789460,"5172",20358300,4500300,1491.38,0.273,0.44,0.521,-44.3,-16191500,-94.73,-24.9,-44.55,"Micro_Nano_Cap",10.759568946913,196
"6294",789570,0.918714761734009,2020,0.0812852382659912,789570,"7011",4917133,36494934,11212.27,0.613,0.63,1.043,-60.55,-7545652,-82.04,7.73,-25.21,"Micro_Nano_Cap",-21.7191245879681,138
"6295",789933,0.875054121017456,2020,0.124945878982544,789933,"1221",128432,476179,108.95,0.116,0.39,0.823,-8.91,-12558,-170.95,7.06,-61.05,"Micro_Nano_Cap",20.3277863795294,38
"6296",790051,0.837772488594055,2020,0.162227511405945,790051,"3060",4245200,5866400,6606.88,1.357,1.529,1.652,-11.77,-566400,-35.54,6.74,-21.01,"Micro_Nano_Cap",56.23146194413,25
"6297",790526,0.893535077571869,2020,0.106464922428131,790526,"8071",1071840,1751970,807.66,0.872,0.863,0.931,-7.13,-82339,-12.61,8.65,10.97,"Micro_Nano_Cap",2.52989972270388,233
"6298",790652,0.9361692070961,2020,0.0638307929039001,790652,"",11,135,0.5,59.72,10.489,18.032,-93.21,-151,460.07,42.11,0,"Micro_Nano_Cap",-38.5284406695036,327
"6299",791908,0.915348291397095,2020,0.0846517086029053,791908,"2834",29385,125285,209.01,2.238,1.937,1.922,59.96,11015,32.72,30.88,24.4,"Micro_Nano_Cap",-18.4770814981771,159
"6300",792987,0.87083512544632,2020,0.12916487455368,792987,"3531",1024400,833200,1159.76,1.38,1.541,0.847,-12.42,-145213,125.23,7.4,61.69,"Micro_Nano_Cap",24.3908447369068,267
"6301",793074,0.945859789848328,2020,0.0541402101516724,793074,"4213",2372178,2156676,3139.08,1.419,1.477,1.288,-3.71,-91523,20.24,0.6,28.51,"Micro_Nano_Cap",-47.8608522768214,220
"6302",793306,0.893993020057678,2020,0.106006979942322,793306,"1311",174810,69300,4.89,0.893,0.913,0.947,-43.48,-134452,-11.35,-2.93,-55.91,"Micro_Nano_Cap",2.08888313171831,59
"6303",793733,0.893785953521729,2020,0.106214046478271,793733,"4512",2127106,6887622,1739.29,0.554,0.688,0.805,-28.43,-844857,-62.05,3.46,-43.9,"Micro_Nano_Cap",2.28829633451459,120
"6304",793952,0.904794156551361,2020,0.0952058434486389,793952,"3751",4054377,11852063,4253.98,0.748,1.119,1.166,-24.38,-1307412,-71.34,13.67,-23.97,"Micro_Nano_Cap",-8.31303532490871,308
"6305",794172,0.872414231300354,2020,0.127585768699646,794172,"",253667,397614,714.95,1.878,2.272,1.287,26.19,52653,91.38,22.22,67.98,"Micro_Nano_Cap",22.8701038095372,65
"6306",794323,0.867839753627777,2020,0.132160246372223,794323,"",7933000,28576000,19451.16,1.049,1.044,1.002,-3.08,-252000,9.33,-1.79,0,"Micro_Nano_Cap",27.275505385532,179
"6307",794367,0.897174566984177,2020,0.102825433015823,794367,"5311",18097000,17706000,2187.23,0.334,0.383,0.512,-28.56,-7234000,-69.18,-16.37,-60.31,"Micro_Nano_Cap",-0.975071454424015,256
"6308",794619,0.900371760129929,2020,0.0996282398700714,794619,"2430",1650333,1621891,1399.73,1.103,1.311,1.241,0.3,5014,-22.13,6.06,-6.51,"Micro_Nano_Cap",-4.05409396392098,101
"6309",795212,0.856903553009033,2020,0.143096446990967,795212,"",158345,45292,14.04,0.423,0.7,0.12,-51.42,-167590,502.47,-53.69,150.27,"Micro_Nano_Cap",37.8074958967176,157
"6310",795266,0.908360183238983,2020,0.0916398167610168,795266,"1531",4183174,5125375,3324.78,0.917,1.057,0.945,-8.12,-369573,-5.9,10.2,27.07,"Micro_Nano_Cap",-11.7472590142857,9
"6311",795403,0.908984422683716,2020,0.0910155773162842,795403,"3490",1508600,1733800,2691.97,1.95,2.255,1.979,-5.74,-91900,-2.92,0.78,0.1,"Micro_Nano_Cap",-12.3484261049263,144
"6312",796343,0.887543022632599,2020,0.112456977367401,796343,"7372",12868000,22914000,226090.3,11.117,10.78,6.901,15.19,1696703,121.57,10.36,67.67,"Micro_Nano_Cap",8.3004838554356,243
